,Unnamed: 0,Source language,Translation 1,Translation 2,Translation 3,Translation 4,Translation 5
26,26,"∃ x1 ( Large ( a ) → ¬ Smaller ( x1 , x1 ) )","there is an element x1 such that if a is large , then x1 is not smaller than x1",0,0,0,0
27,27,"∀ x1 Adjoins ( x1 , a )","for all x1 , x1 is adjacent to a",0,0,0,0
28,28,"Large ( a ) → ( ∀ x1 Larger ( x1 , x1 ) ∨ ( Pet ( b ) → Tet ( c ) ) )","if a is large , then at least one of these holds : \item for all x1 , x1 is larger than itself \item if b is a pet , then c is a tetrahedron",0,0,0,0
29,29,"∀ x1 ¬ ( BackOf ( a , b ) ∧ Large ( c ) )","for all x1 , it is not the case that a is in back of b and c is large",0,0,0,0
30,30,"( Tet ( a ) ∨ ¬ SameShape ( b , c ) ) → ∀ x1 ¬ Pet ( c )","if a is a tetrahedron or b is not of the same shape as c , then for all x1 , c is not a pet",0,0,0,0
31,31,∃ x1 ( ( Tet ( x1 ) → Large ( a ) ) ∧ ( Dodec ( a ) ∨ Student ( x1 ) ) ),"there is an element x1 such that all these hold : \item if x1 is a tetrahedron , then a is large \item a is a dodecahedron or x1 is a student",0,0,0,0
32,32,¬ ∀ x1 Prime ( a ) ∨ Cube ( a ),"it is not the case that for all x1 , a is a prime or a is a cube",0,0,0,0
33,33,"¬ ¬ ( BackOf ( a , b ) → RightOf ( c , b ) )","it is not the case that it is not the case that if a is in back of b , then c is to the right of b",0,0,0,0
34,34,"( ∃ x1 Even ( a ) ∨ ( SameRow ( b , b ) ∧ Pet ( c ) ) ) ∧ ∃ x1 LeftOf ( c , d )",at least one of these holds : \item there is an element x1 such that a is even \item b is in the same row as itself and c is a pet and there is an element x1 such that c is to the left of d,0,0,0,0
35,35,"( ( Even ( a ) → LeftOf ( a , b ) ) → ( Small ( a ) → Large ( c ) ) ) ∧ ¬ ∃ x1 Large ( a )","all these hold : \item if if a is even , then a is to the left of b , then if a is small , then c is large \item it is not the case that there is an element x1 such that a is large",0,0,0,0
36,36,∀ x1 ¬ ∀ x2 Tet ( a ),"for all x1 , it is not the case that for all x2 , a is a tetrahedron",0,0,0,0
37,37,Large ( a ) → ∃ x1 Large ( a ),"if a is large , then there is an element x1 such that a is large",0,0,0,0
38,38,"¬ ( Large ( a ) ∨ LeftOf ( b , c ) ) ∧ ( Adjoins ( a , c ) → ∀ x1 FrontOf ( a , c ) )","all these hold : \item it is not the case that a is large or b is to the left of c \item if a is adjacent to c , then for all x1 , a is in front of c",0,0,0,0
39,39,"∀ x1 ¬ Person ( a ) ∨ ( ( SameRow ( a , b ) ∨ Student ( b ) ) ∧ ¬ Even ( b ) )","for all x1 , a is not a person or all these hold : \item a is in the same row as b or b is a student \item b is not even",0,0,0,0
40,40,∀ x1 ¬ Dodec ( a ) → ∀ x2 ∃ x3 Prime ( a ),"if for all x1 , a is not a dodecahedron , then for all x2 , there is an element x3 such that a is a prime",0,0,0,0
41,41,"( ¬ BackOf ( a , a ) ∨ ( Student ( a ) ∧ SameCol ( b , a ) ) ) → ( Cube ( a ) ∧ ∃ x1 Tet ( b ) )","if at least one of these holds : \item a is not in back of a \item a is a student and b is in the same column as a , then a is a cube and there is an element x1 such that b is a tetrahedron",0,0,0,0
42,42,"¬ ( ∃ x1 FrontOf ( x1 , a ) ∧ ∀ x1 Even ( b ) )","it is not the case that there is an element x1 such that x1 is in front of a and for all x1 , b is even",0,0,0,0
43,43,"∀ x1 SameRow ( x1 , x1 )","for all x1 , x1 is in the same row as itself",0,0,0,0
44,44,∀ x1 ∀ x1 Large ( a ),"for all x1 , for all x1 , a is large",0,0,0,0
45,45,"∃ x1 ( ∃ x2 SameRow ( a , a ) → ∃ x3 Large ( a ) )","there is an element x1 such that if there is an element x2 such that a is in the same row as itself , then there is an element x3 such that a is large",0,0,0,0
46,46,"¬ ( ( Student ( a ) ∨ Even ( b ) ) ∨ ( SameCol ( b , b ) ∨ SameCol ( b , b ) ) )","it is not the case that a is a student , b is even , b is in the same column as itself or b is in the same column as itself",0,0,0,0
47,47,∃ x1 ∃ x2 Even ( x2 ) ∧ ∀ x3 ∀ x3 Even ( a ),"there is an element x1 such that there is an element x2 such that x2 is even and for all x3 , for all x3 , a is even",0,0,0,0
48,48,"( ∀ x1 Large ( x1 ) ∧ ¬ Tet ( a ) ) → ∀ x1 ∃ x2 SameShape ( b , a )","if for all x1 , x1 is large and a is not a tetrahedron , then for all x1 , there is an element x2 such that b is of the same shape as a",0,0,0,0
49,49,"( Tet ( a ) → ( Pet ( a ) → LeftOf ( b , c ) ) ) ∨ ∃ x1 ∃ x2 BackOf ( b , c )","at least one of these holds : \item if a is a tetrahedron , then if a is a pet , then b is to the left of c \item there is an element x1 such that there is an element x2 such that b is in back of c",0,0,0,0
50,50,∀ x1 ∃ x1 Dodec ( a ) ∨ ( ¬ Tet ( b ) → ¬ Person ( a ) ),"at least one of these holds : \item for all x1 , there is an element x1 such that a is a dodecahedron \item if b is not a tetrahedron , then a is not a person",0,0,0,0
51,51,∃ x1 ∀ x2 ∃ x1 Large ( a ),"there is an element x1 such that for all x2 , there is an element x1 such that a is large",0,0,0,0
52,52,"¬ Dodec ( a ) → ( ∃ x1 SameRow ( x1 , x1 ) ∨ ( Student ( a ) ∧ RightOf ( a , b ) ) )","if a is not a dodecahedron , then at least one of these holds : \item there is an element x1 such that x1 is in the same row as itself \item a is a student and a is to the right of b",0,0,0,0
53,53,∀ x1 ∃ x1 ( Dodec ( a ) → Cube ( a ) ),"for all x1 , there is an element x1 such that if a is a dodecahedron , then a is a cube",0,0,0,0
54,54,"∃ x1 ( ( BackOf ( a , x1 ) ∧ Even ( b ) ) → ( LeftOf ( c , x1 ) → Large ( x1 ) ) )","there is an element x1 such that if a is in back of x1 and b is even , then if c is to the left of x1 , then x1 is large",0,0,0,0
55,55,"∃ x1 ( ( Small ( x1 ) ∨ Large ( a ) ) ∧ ( RightOf ( a , a ) → SameShape ( a , b ) ) )","there is an element x1 such that all these hold : \item x1 is small or a is large \item if a is to the right of itself , then a is of the same shape as b",0,0,0,0
56,56,"¬ ( ( Small ( a ) ∨ Dodec ( a ) ) ∧ ¬ Adjoins ( a , b ) )",it is not the case that all these hold : \item a is small or a is a dodecahedron \item a is not adjacent to b,0,0,0,0
57,57,"¬ ∀ x1 Large ( x1 ) → ∀ x1 ( Medium ( x1 ) ∧ BackOf ( a , a ) )","if it is not the case that for all x1 , x1 is large , then for all x1 , x1 is medium and a is in back of itself",0,0,0,0
58,58,"( ( BackOf ( a , a ) ∨ Large ( b ) ) → ∃ x1 Pet ( x1 ) ) ∧ ∀ x2 Medium ( x2 )","all these hold : \item if a is in back of itself or b is large , then there is an element x1 such that x1 is a pet \item for all x2 , x2 is medium",0,0,0,0
59,59,"¬ ¬ ( Prime ( a ) ∨ RightOf ( a , a ) )",it is not the case that it is not the case that a is a prime or a is to the right of itself,0,0,0,0
60,60,"( ¬ BackOf ( a , b ) ∨ ( RightOf ( a , b ) ∧ Small ( b ) ) ) ∨ Medium ( a )","at least one of these holds : \item a is not in back of b , a is to the right of b and b is small \item a is medium",0,0,0,0
61,61,"( SameCol ( a , a ) → ¬ Person ( b ) ) ∧ ¬ Dodec ( b )","all these hold : \item if a is in the same column as itself , then b is not a person \item b is not a dodecahedron",0,0,0,0
62,62,∀ x1 ( Even ( x1 ) → Dodec ( a ) ),"for all x1 , if x1 is even , then a is a dodecahedron",0,0,0,0
63,63,¬ Dodec ( a ) ∧ ( ( Even ( b ) → Student ( a ) ) ∨ ( Small ( c ) ∨ Prime ( c ) ) ),"a is not a dodecahedron and at least one of these holds : \item if b is even , then a is a student , c is small \item c is a prime",0,0,0,0
64,64,∃ x1 ( Cube ( a ) → ∀ x1 Dodec ( x1 ) ),"there is an element x1 such that if a is a cube , then for all x1 , x1 is a dodecahedron",0,0,0,0
65,65,∀ x1 ∃ x1 ¬ Small ( x1 ),"for all x1 , there is an element x1 such that x1 is not small",0,0,0,0
66,66,( ¬ Small ( a ) → Large ( a ) ) ∧ ∀ x1 Even ( b ),"all these hold : \item if a is not small , then a is large \item for all x1 , b is even",0,0,0,0
67,67,"¬ ¬ ∃ x1 FrontOf ( a , a )",it is not the case that it is not the case that there is an element x1 such that a is in front of itself,0,0,0,0
68,68,"∀ x1 ( ∀ x1 SameCol ( x1 , a ) ∧ Student ( a ) )","for all x1 , for all x1 , x1 is in the same column as a and a is a student",0,0,0,0
69,69,¬ ( ∀ x1 Even ( x1 ) ∨ ∀ x1 Even ( x1 ) ),"it is not the case that for all x1 , x1 is even or for all x1 , x1 is even",0,0,0,0
70,70,"¬ ( ( Small ( a ) → Large ( a ) ) ∨ BackOf ( a , a ) )","it is not the case that at least one of these holds : \item if a is small , then a is large \item a is in back of itself",0,0,0,0
71,71,Student ( a ) ∨ ( Pet ( a ) ∨ ( Large ( a ) ∨ Student ( b ) ) ),"a is a student , a is a pet , a is large or b is a student",0,0,0,0
72,72,"LeftOf ( a , b ) ∨ ∀ x1 ¬ LeftOf ( x1 , x1 )","a is to the left of b or for all x1 , x1 is not to the left of x1",0,0,0,0
73,73,"SameCol ( a , a ) ∨ ¬ ( Large ( a ) ∨ SameRow ( a , a ) )",a is in the same column as itself or it is not the case that a is large or a is in the same row as itself,0,0,0,0
74,74,∀ x1 ( ∃ x2 Cube ( a ) ∧ ¬ Large ( a ) ),"for all x1 , there is an element x2 such that a is a cube and a is not large",0,0,0,0
75,75,"( ( Even ( a ) → Adjoins ( a , b ) ) ∧ ( Cube ( b ) ∧ Tet ( a ) ) ) ∧ Medium ( c )","all these hold : \item if a is even , then a is adjacent to b , b is a cube , a is a tetrahedron \item c is medium",0,0,0,0
76,76,"Small ( a ) ∨ ( ¬ Dodec ( b ) ∧ ∀ x1 LeftOf ( x1 , x1 ) )","at least one of these holds : \item a is small \item b is not a dodecahedron and for all x1 , x1 is to the left of itself",0,0,0,0
77,77,"∀ x1 ∃ x2 ¬ FrontOf ( a , x1 )","for all x1 , there is an element x2 such that a is not in front of x1",0,0,0,0
78,78,"Large ( a ) → ( BackOf ( b , c ) ∧ ¬ Large ( a ) )","if a is large , then b is in back of c and a is not large",0,0,0,0
79,79,"∀ x1 ( Medium ( a ) ∨ Even ( x1 ) ) ∧ ( ( Tet ( b ) ∨ Smaller ( a , b ) ) → ∃ x1 Medium ( b ) )","all these hold : \item for all x1 , a is medium or x1 is even \item if b is a tetrahedron or a is smaller than b , then there is an element x1 such that b is medium",0,0,0,0
80,80,"¬ ∃ x1 Pet ( x1 ) ∧ ( ∀ x2 SameRow ( x2 , a ) → ( Large ( b ) ∨ LeftOf ( a , b ) ) )","all these hold : \item it is not the case that there is an element x1 such that x1 is a pet \item if for all x2 , x2 is in the same row as a , then b is large or a is to the left of b",0,0,0,0
81,81,∃ x1 ¬ Medium ( x1 ) ∧ ¬ ( Tet ( a ) ∨ Prime ( a ) ),there is an element x1 such that x1 is not medium and it is not the case that a is a tetrahedron or a is a prime,0,0,0,0
82,82,∀ x1 ∃ x1 ¬ Medium ( a ),"for all x1 , there is an element x1 such that a is not medium",0,0,0,0
83,83,"∀ x1 ( Large ( a ) ∧ FrontOf ( a , x1 ) ) ∧ ∀ x1 ¬ Dodec ( x1 )","for all x1 , a is large and in front of x1 and for all x1 , x1 is not a dodecahedron",0,0,0,0
84,84,"∀ x1 Smaller ( x1 , a )","for all x1 , x1 is smaller than a",0,0,0,0
85,85,"∃ x1 SameSize ( a , b )",there is an element x1 such that a is of the same size as b,0,0,0,0
86,86,"¬ ( ( Prime ( a ) ∨ Large ( a ) ) ∧ Adjoins ( b , b ) )",it is not the case that all these hold : \item a is a prime or a is large \item b is adjacent to itself,0,0,0,0
87,87,"∀ x1 ∀ x1 ( LeftOf ( a , x1 ) ∨ BackOf ( x1 , b ) )","for all x1 , for all x1 , a is to the left of x1 or x1 is in back of b",0,0,0,0
88,88,"∀ x1 ( ( RightOf ( x1 , x1 ) → RightOf ( a , b ) ) ∧ ∀ x1 Small ( x1 ) )","for all x1 , all these hold : \item if x1 is to the right of itself , then a is to the right of b \item for all x1 , x1 is small",0,0,0,0
89,89,∃ x1 ( ∀ x2 Small ( x2 ) ∧ ( Small ( a ) ∨ Large ( b ) ) ),"there is an element x1 such that all these hold : \item for all x2 , x2 is small \item a is small or b is large",0,0,0,0
90,90,"( ∃ x1 Smaller ( a , x1 ) ∧ ¬ Medium ( a ) ) ∨ ∃ x2 ¬ Dodec ( a )",at least one of these holds : \item there is an element x1 such that a is smaller than x1 and a is not medium \item there is an element x2 such that a is not a dodecahedron,0,0,0,0
91,91,"¬ ( ( Prime ( a ) ∨ Even ( a ) ) ∧ ( Adjoins ( a , b ) ∨ Medium ( b ) ) )",it is not the case that all these hold : \item a is a prime or a is even \item a is adjacent to b or b is medium,0,0,0,0
92,92,∀ x1 Large ( x1 ) ∨ ( ( Prime ( a ) → Student ( b ) ) ∧ Large ( b ) ),"for all x1 , x1 is large or all these hold : \item if a is a prime , then b is a student \item b is large",0,0,0,0
93,93,"¬ ( ( Larger ( a , a ) ∨ Even ( b ) ) → Small ( a ) )","it is not the case that if a is larger than itself or b is even , then a is small",0,0,0,0
94,94,∀ x1 ∃ x2 ∃ x3 Large ( a ),"for all x1 , there is an element x2 such that there is an element x3 such that a is large",0,0,0,0
95,95,"RightOf ( a , b ) ∨ ∀ x1 ∀ x1 Tet ( x1 )","a is to the right of b or for all x1 , for all x1 , x1 is a tetrahedron",0,0,0,0
96,96,"¬ ¬ RightOf ( a , b ) → ∃ x1 ( Student ( x1 ) → Large ( x1 ) )","if it is not the case that a is not to the right of b , then there is an element x1 such that if x1 is a student , then x1 is large",0,0,0,0
97,97,( ( Even ( a ) ∧ Large ( b ) ) → ¬ Medium ( b ) ) ∧ ∀ x1 ( Even ( x1 ) ∧ Pet ( x1 ) ),"all these hold : \item if a is even and b is large , then b is not medium \item for all x1 , x1 is even and x1 is a pet",0,0,0,0
98,98,"¬ ( ∀ x1 LeftOf ( x1 , a ) ∧ ( RightOf ( a , a ) → Person ( a ) ) )","it is not the case that all these hold : \item for all x1 , x1 is to the left of a \item if a is to the right of itself , then a is a person",0,0,0,0
99,99,"∃ x1 Cube ( x1 ) → ( ( Large ( a ) ∧ Small ( b ) ) ∨ ( Medium ( b ) ∧ Larger ( c , d ) ) )","if there is an element x1 such that x1 is a cube , then at least one of these holds : \item a is large and b is small \item b is medium and c is larger than d",0,0,0,0
100,100,¬ ¬ Tet ( a ) ∧ ∃ x1 ¬ Medium ( x1 ),it is not the case that a is not a tetrahedron and there is an element x1 such that x1 is not medium,0,0,0,0
101,101,¬ ∀ x1 ∀ x2 Dodec ( a ),"it is not the case that for all x1 , for all x2 , a is a dodecahedron",0,0,0,0
102,102,"∃ x1 Medium ( x1 ) → ( ¬ SameCol ( a , b ) → ¬ Even ( b ) )","if there is an element x1 such that x1 is medium , then if a is not in the same column as b , then b is not even",0,0,0,0
103,103,"( ∃ x1 Cube ( a ) ∧ ∀ x1 Adjoins ( a , a ) ) → Small ( b )","if there is an element x1 such that a is a cube and for all x1 , a is adjacent to itself , then b is small",0,0,0,0
104,104,"¬ ( ( SameShape ( a , a ) ∧ Dodec ( a ) ) → ( Dodec ( b ) ∧ Larger ( b , b ) ) )","it is not the case that if a is of the same shape as itself and a is a dodecahedron , then b is a dodecahedron and b is larger than itself",0,0,0,0
105,105,"∃ x1 ( ∀ x2 Dodec ( a ) ∨ ( SameSize ( a , x1 ) → Even ( x1 ) ) )","there is an element x1 such that at least one of these holds : \item for all x2 , a is a dodecahedron \item if a is of the same size as x1 , then x1 is even",0,0,0,0
106,106,"∀ x1 ( Prime ( a ) ∨ LeftOf ( x1 , b ) ) → Smaller ( a , c )","if for all x1 , a is a prime or x1 is to the left of b , then a is smaller than c",0,0,0,0
107,107,∀ x1 ∃ x1 ¬ Pet ( x1 ),"for all x1 , there is an element x1 such that x1 is not a pet",0,0,0,0
108,108,"∃ x1 ( SameCol ( a , a ) ∨ SameShape ( x1 , b ) )",there is an element x1 such that a is in the same column as itself or x1 is of the same shape as b,0,0,0,0
109,109,¬ Prime ( a ) ∧ Small ( b ),a is not a prime and b is small,0,0,0,0
110,110,∃ x1 Tet ( a ) ∧ ∀ x2 ( Even ( b ) ∧ Dodec ( a ) ),"there is an element x1 such that a is a tetrahedron and for all x2 , b is even and a is a dodecahedron",0,0,0,0
111,111,"¬ ∀ x1 ∃ x2 Adjoins ( a , x2 )","it is not the case that for all x1 , there is an element x2 such that a is adjacent to x2",0,0,0,0
112,112,"( ( Adjoins ( a , a ) ∨ Small ( a ) ) → Even ( b ) ) ∨ Even ( b )","at least one of these holds : \item if a is adjacent to itself or a is small , then b is even \item b is even",0,0,0,0
113,113,"¬ ( Even ( a ) → SameSize ( b , b ) ) ∨ ¬ ( BackOf ( b , a ) ∧ SameCol ( a , b ) )","it is not the case that if a is even , then b is of the same size as itself or it is not the case that b is in back of a and a is in the same column as b",0,0,0,0
114,114,Small ( a ) → ( ¬ Medium ( a ) ∨ ∃ x1 Small ( b ) ),"if a is small , then a is not medium or there is an element x1 such that b is small",0,0,0,0
115,115,"¬ ∃ x1 ( SameSize ( x1 , a ) ∧ FrontOf ( x1 , x1 ) )",it is not the case that there is an element x1 such that x1 is of the same size as a and x1 is in front of itself,0,0,0,0
116,116,"¬ ∀ x1 Small ( a ) → ∀ x1 ∀ x1 SameSize ( b , x1 )","if it is not the case that for all x1 , a is small , then for all x1 , for all x1 , b is of the same size as x1",0,0,0,0
117,117,"∃ x1 SameRow ( a , b )",there is an element x1 such that a is in the same row as b,0,0,0,0
118,118,Prime ( a ) → ¬ ¬ Person ( b ),"if a is a prime , then it is not the case that b is not a person",0,0,0,0
119,119,∃ x1 ∃ x1 Cube ( a ) ∨ ∃ x1 ( Prime ( b ) ∨ Small ( a ) ),there is an element x1 such that there is an element x1 such that a is a cube or there is an element x1 such that b is a prime or a is small,0,0,0,0
120,120,"∀ x1 ( ¬ Smaller ( x1 , a ) ∧ ( Large ( b ) → Even ( x1 ) ) )","for all x1 , all these hold : \item x1 is not smaller than a \item if b is large , then x1 is even",0,0,0,0
121,121,( ∀ x1 Student ( a ) → ¬ Tet ( b ) ) ∧ ∃ x1 ( Large ( c ) ∧ Large ( x1 ) ),"all these hold : \item if for all x1 , a is a student , then b is not a tetrahedron \item there is an element x1 such that c and x1 are large",0,0,0,0
122,122,"( ∃ x1 Small ( x1 ) → ( Larger ( a , b ) ∨ Adjoins ( b , c ) ) ) → ∃ x2 FrontOf ( b , x2 )","if if there is an element x1 such that x1 is small , then a is larger than b or b is adjacent to c , then there is an element x2 such that b is in front of x2",0,0,0,0
123,123,"( ¬ Medium ( a ) ∧ ( Dodec ( a ) ∨ FrontOf ( b , c ) ) ) ∧ ( ∃ x1 Cube ( d ) ∨ Large ( b ) )","all these hold : \item a is not medium , a is a dodecahedron or b is in front of c \item there is an element x1 such that d is a cube or b is large",0,0,0,0
124,124,"¬ Prime ( a ) → ( ( Smaller ( a , a ) ∧ Medium ( b ) ) ∨ ( Large ( b ) ∨ Medium ( c ) ) )","if a is not a prime , then at least one of these holds : \item a is smaller than itself and b is medium , b is large \item c is medium",0,0,0,0
125,125,"∀ x1 ¬ ( LeftOf ( x1 , x1 ) → Even ( x1 ) )","for all x1 , it is not the case that if x1 is to the left of itself , then x1 is even",0,0,0,0
126,126,"∃ x1 ¬ SameCol ( x1 , x1 )",there is an element x1 such that x1 is not in the same column as x1,0,0,0,0
127,127,¬ ∃ x1 ∃ x1 Person ( x1 ),it is not the case that there is an element x1 such that there is an element x1 such that x1 is a person,0,0,0,0
128,128,"( LeftOf ( a , a ) ∨ Larger ( b , b ) ) ∧ ¬ ( Prime ( b ) ∧ Medium ( b ) )",all these hold : \item a is to the left of itself or b is larger than itself \item it is not the case that b is a prime and b is medium,0,0,0,0
129,129,"Medium ( a ) ∧ ( RightOf ( a , a ) → ( SameCol ( b , c ) ∨ Medium ( d ) ) )","all these hold : \item a is medium \item if a is to the right of itself , then b is in the same column as c or d is medium",0,0,0,0
130,130,"∀ x1 ∀ x2 SameRow ( x2 , x2 ) ∧ ( ( Pet ( a ) → Even ( a ) ) → ¬ Dodec ( b ) )","all these hold : \item for all x1 , for all x2 , x2 is in the same row as itself \item if if a is a pet , then a is even , then b is not a dodecahedron",0,0,0,0
131,131,( ∀ x1 Person ( x1 ) → Large ( a ) ) ∨ ( Dodec ( b ) → Prime ( c ) ),"at least one of these holds : \item if for all x1 , x1 is a person , then a is large \item if b is a dodecahedron , then c is a prime",0,0,0,0
132,132,"( ∀ x1 Prime ( a ) ∨ ∃ x2 Larger ( b , a ) ) → ∀ x3 ∀ x2 RightOf ( x2 , x3 )","if for all x1 , a is a prime or there is an element x2 such that b is larger than a , then for all x3 , for all x2 , x2 is to the right of x3",0,0,0,0
133,133,"¬ SameSize ( a , a ) ∧ ( ( Tet ( b ) ∨ LeftOf ( b , a ) ) ∨ ( SameRow ( b , c ) → Medium ( d ) ) )","a is not of the same size as a and at least one of these holds : \item b is a tetrahedron , b is to the left of a \item if b is in the same row as c , then d is medium",0,0,0,0
134,134,"¬ ∀ x1 ( Small ( x1 ) ∧ LeftOf ( a , a ) )","it is not the case that for all x1 , x1 is small and a is to the left of itself",0,0,0,0
135,135,"Adjoins ( a , a ) → ∀ x1 ¬ FrontOf ( x1 , a )","if a is adjacent to itself , then for all x1 , x1 is not in front of a",0,0,0,0
136,136,"Adjoins ( a , a ) → ( ∃ x1 Dodec ( b ) ∧ ( Small ( c ) ∨ Medium ( a ) ) )","if a is adjacent to itself , then all these hold : \item there is an element x1 such that b is a dodecahedron \item c is small or a is medium",0,0,0,0
137,137,∀ x1 ∀ x2 ( Even ( a ) ∨ Even ( a ) ),"for all x1 , for all x2 , a is even or even",0,0,0,0
138,138,"( ( Small ( a ) → Small ( a ) ) → ∃ x1 Prime ( x1 ) ) → ¬ ∀ x1 SameSize ( x1 , b )","if if if a is small , then a is small , then there is an element x1 such that x1 is a prime , then it is not the case that for all x1 , x1 is of the same size as b",0,0,0,0
139,139,"∀ x1 ( Small ( x1 ) → Small ( a ) ) ∨ ¬ ( RightOf ( a , b ) ∨ Small ( b ) )","for all x1 , if x1 is small , then a is small or it is not the case that a is to the right of b or b is small",0,0,0,0
